,id,alias,name,description,subscriptionCount,subscribed,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,fullyAnonymous,canUseNickname,postThumbnail,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,ipCountryCondition,subcategories,topics,nsfw,mediaThreshold,limitCountries,limitStage,availableLayouts,postCount,favorite,heroImage,logo
358,02d48166-87df-474a-beb3-cc376bfd560e,korea_study,韓國留學,歡迎大家來板上分享在韓留學、生活、打工、旅遊 等資訊及心得👐🏻,20834,False,False,2020-02-04T07:50:23.573Z,2020-12-21T11:36:18.262Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,標題前面請分類：#心得、#問題、#資訊,"{'exclude': [], 'include': []}",[],"['韓國留學', '韓國', '交換學生', '留學生', '留學生活', '打工', '語學堂']",False,{},[],0,"['classic', 'link']",{'last30Days': 33},False,"{'url': 'https://megapx-assets.dcard.tw/images/c4238964-4918-4df9-afbc-b579ce0dd489/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/b3bf8041-7152-48a5-b3a6-b69d4edf6ffb/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
309,7b05043f-048a-467e-92b2-adf3f2054ca8,girlslove,百合,本板提供討論、分享、詢問百合（Girls' Love）相關話題，歡迎分享各種屬性的 CP 坑、動漫畫推薦，也歡迎發表自創、二創小說或插圖哦！,20664,False,False,2020-02-04T07:42:13.573Z,2020-05-20T10:26:45.791Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文請記得在下一頁加入其他相關分類話題喲！,,{},[],"['citrus', '百合漫畫', '百合小說']",False,{},[],0,['classic'],{'last30Days': 37},False,"{'url': 'https://megapx-assets.dcard.tw/images/9faaab73-7b84-451d-b076-9dfd11ff58df/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/0639f5c7-65a5-43f5-9d17-8a7aeb45c074/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
318,d55a7e9f-95c0-41d3-8890-964e233e36a7,baseball,棒球,供討論、分享、詢問與棒球相關的話題。或是各種國內外賽事（例：CPBL、MLB、日職等...）皆可在此討論！,20296,False,False,2020-02-04T07:43:43.573Z,2020-08-13T06:02:46.598Z,False,False,False,False,False,True,{'size': 'small'},True,False,False,發文請記得在下一步驟加入話題或其他相關分類喲！,,"{'exclude': [], 'include': []}",[],"['JUSTDOIT', '中華職棒', '中信兄弟', 'Lamigo桃猿', 'CPBL', 'MLB', '陳偉殷', '日職', 'WBC', '統一獅', '富邦悍將']",False,{},[],0,"['classic', 'link']",{'last30Days': 74},False,"{'url': 'https://megapx-assets.dcard.tw/images/40400e3b-3fa9-47b1-aaf0-06f1a2211e1c/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/e14798d3-48fc-4e60-8e5d-8f4a13653583/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
7,3c91f2b0-6374-4467-b557-2e5383680afb,ntu,臺灣大學,臺灣大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,20005,False,False,2016-05-19T08:15:15.752Z,2020-08-13T08:59:36.642Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 264},False,"{'url': 'https://megapx-assets.dcard.tw/images/cf164bf7-5918-4b53-956e-93632d033b14/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/9808ed78-e150-47bb-847f-70eab4b55470/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
258,a1f2e74c-16e2-47ef-9f29-845c121ac53e,architecture,建築,希望建築系或者對建築有興趣的朋友能夠分享自己的設計，圖面教學，等等，互相交流進步，互相協助，讓自己的設計和興趣能夠有地方分享,19666,False,False,2020-02-04T07:33:43.573Z,2020-09-14T06:43:40.592Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,記得在標題加上 #問題、#教學 之類的較好分類喔,"{'exclude': [], 'include': []}",[],"['建築轉學考', '建築軟體', '事務所']",False,{},[],0,"['classic', 'link']",{'last30Days': 26},False,"{'url': 'https://megapx-assets.dcard.tw/images/d8b06f3c-a476-4acf-ae6a-44193436d361/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/0b28a056-e4c7-4585-b607-9bc2e343fce4/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
443,d5f84f54-2ac2-42a2-96b1-de3d8c409b8b,psychology,心理,心理板是提供一個提供任何心理相關知識交流的地方，希望能讓對心理學有興趣的人、專業人員，以及相關科系的學生們進行討論。本板不具任何心理諮商及治療的功能，有迫切需求建議直接洽詢學校輔導中心或醫院。,19623,False,False,2020-09-28T03:46:14.321Z,2020-10-15T06:53:51.560Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,"發文分類可自訂
徵求受試及情報文請務必點選分類","{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 66},False,"{'url': 'https://megapx-assets.dcard.tw/images/69fca327-4028-4e9b-8f9b-661e894afd31/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/9ecd290f-796f-4bb7-b639-9014339b2850/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
314,e3514197-0703-46dc-b2e5-7f5a728bcb4a,onepiece,航海王,隨著和之國篇章戰況的白熱化，未來肯定有更多資訊，為了大家能夠在看到爆炸性資訊卻無人可分享的情況下有個良好的平臺可以使用，故在此設置航海王版,19536,False,False,2020-02-04T07:43:03.573Z,2020-09-14T06:44:25.197Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 9},False,"{'url': 'https://megapx-assets.dcard.tw/images/13fbcc49-613a-4a93-a136-efcfc233b46e/orig.jpeg', 'type': 'image/jpeg', 'width': 1376, 'height': 459}","{'url': 'https://megapx-assets.dcard.tw/images/b973da92-09c4-4533-898d-9b9f3a219caa/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
278,4dafb16a-98f6-4f6b-9daf-204fc4089edc,go_vege,呷菜,歡迎大家交流呷菜資訊，國內外食記、新聞、素食產品、食譜、活動分享…等,18990,False,False,2020-02-04T07:37:03.573Z,2021-03-08T05:57:52.612Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],"['素食', '美食', '旅遊', '愛動物', '環保', '極簡', '無痕生活']",False,{},[],0,"['classic', 'link']",{'last30Days': 29},False,"{'url': 'https://megapx-assets.dcard.tw/images/812764be-d085-4c77-8639-5f062f3b23d9/full.jpeg', 'type': 'image/jpeg', 'width': 600, 'height': 200}","{'url': 'https://megapx-assets.dcard.tw/images/2469f46f-2cc7-4cf5-9772-72dd69466628/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
240,6754ab63-036c-49ba-bfa4-b95945046e29,otokonoko,偽娘,歡迎交流偽娘的穿搭及妝容與女裝的心路歷程分享，也歡迎女生們發文給予偽娘建議與鼓勵。,18883,False,False,2020-02-04T07:30:43.573Z,2020-09-14T06:39:25.820Z,False,False,False,False,True,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],['偽娘'],False,{},[],0,"['classic', 'link']",{'last30Days': 42},False,"{'url': 'https://megapx-assets.dcard.tw/images/239e127d-59ee-45e8-900b-550775467b69/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/bdb900a2-be4b-4f90-be54-4e18ce1bbcea/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
10,5120400e-e5e6-4676-a1b8-75a13625ecea,tku,淡江大學,淡江大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,18855,False,False,2016-05-19T11:15:15.756Z,2020-08-13T08:54:08.205Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 984},False,"{'url': 'https://megapx-assets.dcard.tw/images/bc6f4ea2-8698-4f85-8656-3ca6a93e0bea/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/176586b3-0d17-4e5f-89c9-e3c2e0d52ea2/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
12,abc4fa45-a456-49c6-8948-8981ad0b0f97,ncku,成功大學,成功大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,18839,False,False,2016-05-19T13:15:15.759Z,2020-08-13T08:49:47.456Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 865},False,"{'url': 'https://megapx-assets.dcard.tw/images/313d8179-6adb-4d87-a0fc-8c97fd9f14bf/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/7812ed61-f3ff-4e62-bbb4-85489610d513/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
264,4736baba-5375-40b6-8a1b-f3a24be6bf24,plant,植物,"歡迎大家一起討論所有跟植物相關的話題(*｀▽´*)
多肉標籤包含仙人掌和空氣鳳梨以及山地玫瑰
蕨類標籤包含鹿角蕨、蘚苔與食蟲植物和其它蕨類
請益標籤包含問植物名和植物生病、有蟲蟲等該如何解決
科普標籤包含如何照顧植物、該植物介紹等等
單純想聊天就選閒聊，但是閒聊但內容要跟植物相關
Have a wonderful day!",18773,False,False,2020-02-04T07:34:43.573Z,2020-10-24T06:39:06.941Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,請大家記得選擇標題分類唷，方便文章歸類及搜尋,"{'exclude': [], 'include': []}",[],"['多肉', '蕨類', '請益']",False,{},[],0,"['classic', 'link']",{'last30Days': 164},False,"{'url': 'https://megapx-assets.dcard.tw/images/8efdd584-f4d2-4898-8b4a-ee8c9e577693/orig.jpeg', 'type': 'image/jpeg', 'width': 640, 'height': 214}","{'url': 'https://megapx-assets.dcard.tw/images/5dd13008-ff6d-43bd-b817-0e9a965f8560/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
411,ea38435a-1533-4eb0-9c66-76451d31fc35,switch,Nintendo Switch,"哈囉大家好~如果有任何跟Nintendo Switch相關的問題或是遊戲都可以在此版分享討論喔。
小提醒發文或留言之前請先參照版規以免被停權喔~",18629,False,False,2020-05-19T05:37:44.144Z,2020-09-24T08:33:30.335Z,False,False,False,False,False,True,{'size': 'small'},False,False,True,,,"{'exclude': [], 'include': []}",[],['switch'],False,{},[],0,"['classic', 'link', 'video', 'image']",{'last30Days': 72},False,"{'url': 'https://megapx-assets.dcard.tw/images/9d524427-6bea-424d-be03-d167758b5722/orig.jpeg', 'type': 'image/jpeg', 'width': 1230, 'height': 410}","{'url': 'https://megapx-assets.dcard.tw/images/b3ba574c-d9ef-427e-8748-ab439d4f8222/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
302,938bcf31-3da6-4b3c-83b0-78cf9ad6dbbe,board_game,桌遊,"發文請依照格式
⚠️標題前面請分類，包含但不限於此五類：#閒聊、#介紹、#開箱、#請益、#推廣",18417,False,False,2020-02-04T07:41:03.573Z,2020-09-22T14:13:40.205Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 36},False,"{'url': 'https://megapx-assets.dcard.tw/images/da41495b-36bc-4614-9870-f9e22ba55bac/orig.jpeg', 'type': 'image/jpeg', 'width': 1547, 'height': 515}","{'url': 'https://megapx-assets.dcard.tw/images/6ae185aa-b5ad-423f-a692-dabe6600e90c/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
248,2238d924-11b4-4bda-bd92-53b87d92eecc,mayday,五月天,歡迎各位五迷們一起討論分享關於五月天的資訊、音樂、演唱會、電影、書籍等作品，也請大家遵守版規，共同打造良好的討論風氣喔！,18415,False,False,2020-02-04T07:32:03.573Z,2020-11-09T17:19:41.027Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,#提問 #分享 #心得,"{'exclude': [], 'include': []}",[],"['討論區', '五月天演唱會', '五迷']",False,{},[],0,"['classic', 'link', 'image', 'video']",{'last30Days': 157},False,"{'url': 'https://megapx-assets.dcard.tw/images/3c5d98e2-3b0f-47d4-88ca-e8cd13791fc0/orig.jpeg', 'type': 'image/jpeg', 'width': 1080, 'height': 360}","{'url': 'https://megapx-assets.dcard.tw/images/bd3b4060-e330-4667-9745-5646ca57fe42/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
313,097fb2e9-a399-4b10-829c-53b988d189cc,conan,柯南,這裡是讓大家盡情聊柯南相關話題的小天地!!希望大家都能在這裡找到同好(*´∀`)~♥,18055,False,False,2020-02-04T07:42:53.573Z,2020-09-14T06:39:48.960Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 13},False,"{'url': 'https://megapx-assets.dcard.tw/images/a82da879-3b8a-49a5-9f40-5b9fdfc4bb43/orig.jpeg', 'type': 'image/jpeg', 'width': 800, 'height': 266}","{'url': 'https://megapx-assets.dcard.tw/images/da8d355a-31dc-4181-b1c8-3dd9ac00afa4/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
14,a62a724b-4fdd-4044-b6d3-19483aa7f0df,fju,輔仁大學,輔仁大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,17866,False,False,2016-05-19T15:15:15.762Z,2020-08-13T08:55:07.706Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 767},False,"{'url': 'https://megapx-assets.dcard.tw/images/aeb20423-4edc-4832-b0f4-4d16236ee491/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/65316159-38dd-4fc4-bac8-03833d2530fb/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
298,bda36c42-7c73-49de-999d-8c5540c70e01,vintage,復古,"發文標題前面請分類，好讓大家更容易找到文章內容
如：#知識分享 #歷史分享 #閒聊 #討論 #活動 #心得..etc",17819,False,False,2020-02-04T07:40:23.573Z,2020-09-14T06:37:49.739Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 8},False,"{'url': 'https://megapx-assets.dcard.tw/images/06a7981f-b918-44f0-8143-4c062c209df8/orig.jpeg', 'type': 'image/jpeg', 'width': 611, 'height': 203}","{'url': 'https://megapx-assets.dcard.tw/images/8bafd36d-57e6-4ce8-9cea-9661eb187453/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
19,6f72a221-b46c-4f1e-9d82-26378d407608,fcu,逢甲大學,逢甲大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,17657,False,False,2016-05-19T20:15:15.770Z,2020-08-13T08:41:44.996Z,False,False,False,True,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']",{'last30Days': 955},False,"{'url': 'https://megapx-assets.dcard.tw/images/843cb1d1-5a08-4cae-9361-283b8e95c8d5/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c161ea54-618a-49eb-9710-fefffc7f6c33/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
3,11e8d941-0aad-4960-8348-b27c36270fd1,merryxmas,聖誕CiaoCiao,期間限定開啟！只要是和聖誕節有關的事情，或是和「禮物」有關的東西通通都來分享吧！,17465,False,False,2016-05-17T00:11:15.742Z,2021-01-15T05:45:53.872Z,False,False,True,False,False,True,{'size': 'small'},False,False,False,,,{},[],"['Dcard聖誕列車', '交換禮物', '聖誕禮物', '聖誕卡片', '聖誕舞會', '聖誕樹', '聖誕節']",False,{},[],0,['classic'],{'last30Days': 1},False,"{'url': 'https://megapx-assets.dcard.tw/images/7b5b4c6c-ee5b-4903-a27f-e772de58f078/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/1d36a792-6e4a-40be-8656-89a0b5973f6c/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
326,b28f2404-4d9b-4944-8fe0-6d9eef5fdec1,dance,舞蹈,歡迎各位交流舞蹈文化相關主題，包含舞蹈心得、舞蹈活動和舞蹈問題。,17293,False,False,2020-02-04T07:45:03.573Z,2020-09-14T06:41:05.382Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],['公告'],False,{},[],0,"['classic', 'link']",{'last30Days': 64},False,"{'url': 'https://megapx-assets.dcard.tw/images/f6c1596d-d60d-4058-b737-5ed865113333/orig.jpeg', 'type': 'image/jpeg', 'width': 899, 'height': 300}","{'url': 'https://megapx-assets.dcard.tw/images/60cb8446-1b3a-4a1f-a179-7b0b3744806b/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
324,1f909292-e459-4f31-97e9-f25f0d7f7d77,volleyball,排球,一起打球吧！,16996,False,False,2020-02-04T07:44:43.573Z,2020-09-14T06:43:55.460Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 41},False,"{'url': 'https://megapx-assets.dcard.tw/images/96617799-964f-4f62-82b2-cd1d6f606c5a/orig.jpeg', 'type': 'image/jpeg', 'width': 640, 'height': 213}","{'url': 'https://megapx-assets.dcard.tw/images/74bc3547-65b7-4387-acd8-6554210d6217/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
294,802fb053-cd6b-48f7-a837-31b94e9e635c,edm,電子音樂,希望大家踴躍發文、按讚、留言互動讓電子音樂版可以成為大家喜歡上來交流的地方，台灣的電子音樂市場仍然需要更多人來讓他茁壯，希望能讓更多人了解電子音樂的美好！,16900,False,False,2020-02-04T07:39:43.573Z,2020-09-14T06:42:10.468Z,False,False,False,False,False,True,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']",{'last30Days': 19},False,"{'url': 'https://megapx-assets.dcard.tw/images/4ed7fa88-6598-43e6-baf5-8437c849d7ca/full.jpeg', 'type': 'image/jpeg', 'width': 600, 'height': 200}","{'url': 'https://megapx-assets.dcard.tw/images/549290c7-962c-4a4a-b3f2-e43c87a7074d/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}"
